"Time (MJD)" LasCumbres/LasCumbres.Bessel_B LasCumbres/LasCumbres.Bessel_B_err LasCumbres/LasCumbres.Bessel_V LasCumbres/LasCumbres.Bessel_V_err LasCumbres/LasCumbres.SDSS_gp LasCumbres/LasCumbres.SDSS_gp_err LasCumbres/LasCumbres.SDSS_ip LasCumbres/LasCumbres.SDSS_ip_err LasCumbres/LasCumbres.SDSS_rp LasCumbres/LasCumbres.SDSS_rp_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
4.700 -15.393 -0.056 -15.939 -0.035 -16.527 -0.054 -16.655 -0.033 -16.854 -0.033 4.933 0.281 1.806 0.272 42.139 41.091
4.800 -15.388 -0.055 -15.938 -0.035 -16.523 -0.053 -16.655 -0.032 -16.855 -0.032 4.923 0.282 1.815 0.275 42.139 41.098
4.900 -15.383 -0.054 -15.937 -0.034 -16.519 -0.051 -16.655 -0.032 -16.855 -0.032 4.913 0.284 1.823 0.279 42.140 41.105
5.000 -15.379 -0.053 -15.936 -0.034 -16.515 -0.050 -16.656 -0.032 -16.856 -0.032 4.904 0.285 1.831 0.283 42.141 41.111
5.100 -15.374 -0.051 -15.935 -0.034 -16.511 -0.049 -16.656 -0.031 -16.856 -0.031 4.894 0.286 1.840 0.287 42.141 41.118
5.200 -15.370 -0.050 -15.934 -0.033 -16.507 -0.047 -16.656 -0.031 -16.857 -0.031 4.885 0.287 1.848 0.290 42.142 41.124
5.300 -15.365 -0.049 -15.933 -0.033 -16.503 -0.046 -16.657 -0.030 -16.857 -0.030 4.876 0.288 1.857 0.294 42.142 41.129
5.400 -15.361 -0.048 -15.932 -0.033 -16.499 -0.045 -16.657 -0.030 -16.858 -0.030 4.866 0.289 1.865 0.298 42.143 41.135
5.500 -15.356 -0.047 -15.931 -0.032 -16.495 -0.043 -16.657 -0.029 -16.858 -0.029 4.857 0.290 1.873 0.301 42.144 41.140
5.600 -15.352 -0.046 -15.930 -0.032 -16.491 -0.042 -16.658 -0.029 -16.859 -0.029 4.848 0.291 1.882 0.304 42.144 41.146
5.700 -15.347 -0.044 -15.930 -0.031 -16.488 -0.041 -16.658 -0.028 -16.860 -0.028 4.840 0.292 1.890 0.308 42.145 41.151
5.800 -15.343 -0.043 -15.929 -0.031 -16.484 -0.039 -16.659 -0.027 -16.860 -0.028 4.831 0.293 1.898 0.311 42.146 41.155
5.900 -15.339 -0.042 -15.928 -0.030 -16.481 -0.038 -16.659 -0.027 -16.861 -0.027 4.823 0.293 1.906 0.314 42.146 41.160
6.000 -15.335 -0.041 -15.927 -0.029 -16.477 -0.037 -16.660 -0.026 -16.862 -0.026 4.815 0.294 1.914 0.317 42.147 41.164
6.100 -15.331 -0.040 -15.926 -0.029 -16.474 -0.035 -16.660 -0.026 -16.862 -0.026 4.807 0.295 1.921 0.320 42.147 41.168
6.200 -15.326 -0.039 -15.925 -0.028 -16.470 -0.034 -16.661 -0.025 -16.863 -0.025 4.799 0.295 1.929 0.323 42.148 41.172
6.300 -15.322 -0.038 -15.924 -0.028 -16.467 -0.033 -16.662 -0.024 -16.864 -0.024 4.792 0.296 1.936 0.326 42.149 41.176
6.400 -15.318 -0.036 -15.923 -0.027 -16.464 -0.032 -16.662 -0.023 -16.864 -0.024 4.784 0.296 1.944 0.328 42.149 41.179
6.500 -15.314 -0.035 -15.922 -0.026 -16.461 -0.030 -16.663 -0.023 -16.865 -0.023 4.777 0.297 1.951 0.331 42.150 41.182
6.600 -15.310 -0.034 -15.921 -0.026 -16.458 -0.029 -16.664 -0.022 -16.865 -0.022 4.770 0.297 1.958 0.333 42.150 41.185
6.700 -15.307 -0.033 -15.920 -0.025 -16.455 -0.028 -16.664 -0.021 -16.866 -0.021 4.764 0.298 1.964 0.336 42.151 41.188
6.800 -15.303 -0.032 -15.919 -0.024 -16.452 -0.027 -16.665 -0.021 -16.867 -0.021 4.757 0.298 1.971 0.338 42.152 41.190
6.900 -15.299 -0.031 -15.918 -0.024 -16.449 -0.026 -16.666 -0.020 -16.867 -0.020 4.751 0.299 1.977 0.340 42.152 41.192
7.000 -15.295 -0.030 -15.917 -0.023 -16.446 -0.025 -16.666 -0.019 -16.868 -0.019 4.745 0.299 1.983 0.342 42.153 41.194
7.100 -15.292 -0.029 -15.916 -0.023 -16.444 -0.024 -16.667 -0.019 -16.868 -0.019 4.739 0.299 1.989 0.344 42.153 41.197
7.200 -15.288 -0.028 -15.915 -0.022 -16.441 -0.023 -16.668 -0.018 -16.869 -0.018 4.734 0.300 1.995 0.346 42.154 41.199
7.300 -15.284 -0.027 -15.914 -0.021 -16.438 -0.022 -16.669 -0.017 -16.870 -0.017 4.728 0.300 2.001 0.348 42.154 41.201
7.400 -15.281 -0.026 -15.913 -0.021 -16.436 -0.021 -16.669 -0.017 -16.870 -0.017 4.722 0.300 2.007 0.350 42.155 41.203
7.500 -15.277 -0.026 -15.912 -0.020 -16.434 -0.020 -16.670 -0.016 -16.871 -0.016 4.716 0.301 2.013 0.353 42.155 41.205
7.600 -15.274 -0.025 -15.910 -0.020 -16.432 -0.019 -16.671 -0.016 -16.871 -0.016 4.710 0.301 2.020 0.355 42.156 41.208
7.700 -15.271 -0.024 -15.909 -0.019 -16.429 -0.019 -16.672 -0.015 -16.871 -0.015 4.704 0.302 2.026 0.357 42.156 41.211
7.800 -15.268 -0.024 -15.908 -0.019 -16.427 -0.018 -16.672 -0.015 -16.872 -0.015 4.698 0.302 2.034 0.360 42.157 41.214
7.900 -15.264 -0.023 -15.907 -0.019 -16.425 -0.018 -16.673 -0.015 -16.872 -0.015 4.691 0.302 2.041 0.363 42.157 41.219
8.000 -15.261 -0.022 -15.905 -0.018 -16.424 -0.017 -16.674 -0.014 -16.873 -0.014 4.683 0.303 2.049 0.367 42.158 41.223
8.100 -15.258 -0.022 -15.904 -0.018 -16.422 -0.017 -16.674 -0.014 -16.873 -0.014 4.675 0.303 2.058 0.370 42.159 41.229
8.200 -15.255 -0.021 -15.902 -0.018 -16.420 -0.017 -16.675 -0.014 -16.873 -0.014 4.667 0.303 2.067 0.374 42.160 41.235
8.300 -15.252 -0.021 -15.901 -0.018 -16.419 -0.016 -16.676 -0.014 -16.874 -0.014 4.658 0.303 2.077 0.378 42.160 41.241
8.400 -15.249 -0.021 -15.899 -0.017 -16.417 -0.016 -16.676 -0.014 -16.874 -0.014 4.650 0.304 2.086 0.382 42.161 41.247
8.500 -15.246 -0.020 -15.898 -0.017 -16.416 -0.016 -16.677 -0.014 -16.874 -0.014 4.641 0.304 2.095 0.386 42.162 41.253
8.600 -15.244 -0.020 -15.896 -0.017 -16.414 -0.016 -16.678 -0.014 -16.874 -0.014 4.633 0.304 2.105 0.390 42.163 41.259
8.700 -15.241 -0.020 -15.894 -0.017 -16.413 -0.016 -16.678 -0.014 -16.874 -0.014 4.625 0.304 2.114 0.394 42.164 41.264
8.800 -15.238 -0.020 -15.893 -0.017 -16.412 -0.016 -16.679 -0.014 -16.875 -0.014 4.618 0.304 2.123 0.397 42.164 41.270
8.900 -15.235 -0.019 -15.891 -0.017 -16.410 -0.016 -16.679 -0.014 -16.875 -0.014 4.610 0.304 2.131 0.401 42.165 41.275
9.000 -15.233 -0.019 -15.890 -0.016 -16.409 -0.016 -16.680 -0.014 -16.875 -0.014 4.603 0.304 2.139 0.404 42.166 41.280
9.100 -15.230 -0.019 -15.888 -0.016 -16.408 -0.016 -16.681 -0.014 -16.875 -0.014 4.597 0.304 2.146 0.407 42.166 41.284
9.200 -15.228 -0.019 -15.886 -0.016 -16.407 -0.016 -16.681 -0.014 -16.875 -0.014 4.591 0.304 2.153 0.410 42.167 41.288
9.300 -15.225 -0.018 -15.884 -0.016 -16.406 -0.015 -16.682 -0.014 -16.875 -0.014 4.586 0.304 2.159 0.413 42.167 41.291
9.400 -15.223 -0.018 -15.883 -0.016 -16.405 -0.015 -16.682 -0.014 -16.875 -0.014 4.581 0.304 2.165 0.415 42.168 41.294
9.500 -15.220 -0.018 -15.881 -0.015 -16.404 -0.015 -16.683 -0.013 -16.875 -0.014 4.577 0.304 2.170 0.417 42.168 41.297
9.600 -15.218 -0.018 -15.879 -0.015 -16.403 -0.015 -16.683 -0.013 -16.875 -0.014 4.573 0.304 2.175 0.419 42.168 41.299
9.700 -15.215 -0.018 -15.878 -0.015 -16.402 -0.015 -16.683 -0.013 -16.875 -0.014 4.569 0.304 2.179 0.420 42.169 41.301
9.800 -15.213 -0.018 -15.876 -0.015 -16.401 -0.015 -16.684 -0.013 -16.875 -0.013 4.566 0.304 2.182 0.421 42.169 41.303
9.900 -15.211 -0.017 -15.874 -0.015 -16.400 -0.015 -16.684 -0.013 -16.875 -0.013 4.564 0.304 2.185 0.422 42.169 41.304
10.000 -15.208 -0.017 -15.873 -0.014 -16.400 -0.015 -16.684 -0.013 -16.875 -0.013 4.561 0.304 2.188 0.423 42.169 41.304
10.100 -15.206 -0.017 -15.871 -0.014 -16.399 -0.015 -16.685 -0.012 -16.875 -0.013 4.559 0.303 2.191 0.424 42.169 41.305
10.200 -15.204 -0.017 -15.869 -0.014 -16.398 -0.015 -16.685 -0.012 -16.875 -0.013 4.557 0.303 2.193 0.424 42.170 41.305
10.300 -15.202 -0.017 -15.868 -0.014 -16.397 -0.015 -16.685 -0.012 -16.875 -0.013 4.554 0.303 2.196 0.425 42.170 41.306
10.400 -15.199 -0.017 -15.866 -0.014 -16.396 -0.014 -16.685 -0.012 -16.875 -0.013 4.552 0.303 2.199 0.426 42.170 41.306
10.500 -15.197 -0.017 -15.865 -0.014 -16.395 -0.014 -16.685 -0.012 -16.875 -0.013 4.549 0.303 2.202 0.426 42.170 41.306
10.600 -15.195 -0.017 -15.863 -0.014 -16.394 -0.015 -16.685 -0.012 -16.874 -0.013 4.545 0.303 2.206 0.428 42.170 41.307
10.700 -15.193 -0.017 -15.862 -0.014 -16.393 -0.015 -16.685 -0.012 -16.874 -0.013 4.540 0.302 2.212 0.429 42.171 41.309
10.800 -15.191 -0.017 -15.860 -0.014 -16.392 -0.015 -16.685 -0.012 -16.874 -0.013 4.535 0.302 2.218 0.431 42.171 41.310
10.900 -15.188 -0.017 -15.859 -0.015 -16.391 -0.015 -16.685 -0.012 -16.874 -0.013 4.529 0.302 2.225 0.433 42.171 41.313
11.000 -15.186 -0.018 -15.857 -0.015 -16.390 -0.015 -16.685 -0.013 -16.874 -0.014 4.522 0.302 2.233 0.436 42.172 41.315
11.100 -15.184 -0.018 -15.856 -0.016 -16.389 -0.016 -16.685 -0.013 -16.874 -0.014 4.515 0.302 2.242 0.439 42.172 41.319
11.200 -15.182 -0.018 -15.855 -0.016 -16.388 -0.016 -16.685 -0.014 -16.874 -0.014 4.507 0.301 2.251 0.442 42.173 41.322
11.300 -15.180 -0.019 -15.853 -0.017 -16.387 -0.016 -16.685 -0.014 -16.874 -0.015 4.499 0.301 2.260 0.445 42.173 41.325
11.400 -15.178 -0.019 -15.852 -0.018 -16.386 -0.017 -16.685 -0.015 -16.874 -0.015 4.491 0.301 2.270 0.448 42.174 41.328
11.500 -15.176 -0.020 -15.851 -0.019 -16.385 -0.017 -16.684 -0.015 -16.874 -0.016 4.483 0.300 2.279 0.451 42.175 41.331
11.600 -15.174 -0.020 -15.850 -0.020 -16.384 -0.018 -16.684 -0.016 -16.874 -0.017 4.475 0.300 2.289 0.453 42.175 41.335
11.700 -15.172 -0.021 -15.849 -0.021 -16.383 -0.018 -16.684 -0.016 -16.874 -0.017 4.467 0.299 2.298 0.456 42.176 41.337
11.800 -15.169 -0.021 -15.847 -0.022 -16.382 -0.019 -16.683 -0.017 -16.874 -0.018 4.460 0.298 2.307 0.459 42.176 41.340
11.900 -15.167 -0.022 -15.846 -0.023 -16.381 -0.020 -16.683 -0.017 -16.874 -0.018 4.453 0.298 2.316 0.461 42.177 41.342
12.000 -15.165 -0.022 -15.845 -0.024 -16.379 -0.020 -16.683 -0.018 -16.874 -0.019 4.446 0.297 2.324 0.463 42.177 41.345
12.100 -15.163 -0.023 -15.844 -0.025 -16.378 -0.021 -16.682 -0.019 -16.873 -0.019 4.439 0.296 2.332 0.465 42.178 41.347
12.200 -15.161 -0.023 -15.843 -0.026 -16.377 -0.021 -16.682 -0.019 -16.873 -0.020 4.432 0.296 2.340 0.467 42.178 41.349
12.300 -15.159 -0.023 -15.842 -0.027 -16.376 -0.022 -16.681 -0.020 -16.873 -0.021 4.426 0.295 2.348 0.469 42.178 41.350
12.400 -15.157 -0.024 -15.841 -0.028 -16.375 -0.022 -16.681 -0.020 -16.873 -0.021 4.420 0.294 2.356 0.470 42.179 41.352
12.500 -15.155 -0.024 -15.841 -0.029 -16.373 -0.022 -16.680 -0.021 -16.873 -0.022 4.414 0.293 2.363 0.472 42.179 41.353
12.600 -15.153 -0.025 -15.840 -0.030 -16.372 -0.023 -16.680 -0.021 -16.873 -0.022 4.409 0.292 2.370 0.473 42.180 41.354
12.700 -15.151 -0.025 -15.839 -0.031 -16.371 -0.023 -16.679 -0.022 -16.873 -0.022 4.403 0.292 2.377 0.474 42.180 41.355
12.800 -15.149 -0.025 -15.838 -0.032 -16.369 -0.024 -16.679 -0.022 -16.873 -0.023 4.398 0.291 2.384 0.476 42.180 41.356
12.900 -15.147 -0.026 -15.837 -0.033 -16.368 -0.024 -16.678 -0.022 -16.873 -0.023 4.392 0.290 2.390 0.477 42.181 41.357
13.000 -15.145 -0.026 -15.836 -0.034 -16.367 -0.024 -16.678 -0.023 -16.873 -0.024 4.387 0.289 2.397 0.478 42.181 41.358
13.100 -15.143 -0.026 -15.836 -0.036 -16.366 -0.025 -16.677 -0.023 -16.873 -0.024 4.382 0.288 2.403 0.478 42.181 41.358
13.200 -15.141 -0.027 -15.835 -0.037 -16.364 -0.025 -16.676 -0.023 -16.873 -0.024 4.377 0.288 2.409 0.479 42.181 41.359
13.300 -15.139 -0.027 -15.834 -0.038 -16.363 -0.025 -16.676 -0.024 -16.873 -0.024 4.373 0.287 2.415 0.480 42.182 41.359
13.400 -15.137 -0.027 -15.834 -0.039 -16.362 -0.025 -16.675 -0.024 -16.873 -0.025 4.368 0.286 2.421 0.480 42.182 41.359
13.500 -15.135 -0.027 -15.833 -0.040 -16.360 -0.025 -16.674 -0.024 -16.873 -0.025 4.364 0.285 2.427 0.481 42.182 41.360
13.600 -15.133 -0.027 -15.832 -0.041 -16.359 -0.025 -16.674 -0.024 -16.873 -0.025 4.359 0.284 2.433 0.482 42.183 41.360
13.700 -15.131 -0.027 -15.832 -0.042 -16.358 -0.025 -16.673 -0.024 -16.873 -0.025 4.355 0.283 2.438 0.482 42.183 41.360
13.800 -15.129 -0.027 -15.831 -0.043 -16.356 -0.026 -16.673 -0.024 -16.873 -0.025 4.350 0.283 2.444 0.482 42.183 41.360
13.900 -15.127 -0.027 -15.831 -0.044 -16.355 -0.025 -16.672 -0.024 -16.873 -0.025 4.346 0.282 2.449 0.483 42.183 41.360
14.000 -15.125 -0.027 -15.830 -0.045 -16.354 -0.025 -16.671 -0.024 -16.873 -0.025 4.342 0.281 2.454 0.483 42.184 41.359
14.100 -15.123 -0.027 -15.830 -0.045 -16.352 -0.025 -16.671 -0.024 -16.873 -0.025 4.338 0.280 2.460 0.483 42.184 41.359
14.200 -15.121 -0.027 -15.829 -0.046 -16.351 -0.025 -16.670 -0.024 -16.873 -0.025 4.334 0.280 2.465 0.484 42.184 41.359
14.300 -15.119 -0.027 -15.829 -0.047 -16.350 -0.025 -16.669 -0.024 -16.873 -0.025 4.331 0.279 2.470 0.484 42.184 41.359
14.400 -15.117 -0.027 -15.828 -0.048 -16.348 -0.025 -16.669 -0.024 -16.873 -0.025 4.327 0.278 2.474 0.484 42.184 41.358
14.500 -15.115 -0.027 -15.828 -0.049 -16.347 -0.025 -16.668 -0.023 -16.873 -0.025 4.323 0.277 2.479 0.484 42.185 41.358
14.600 -15.113 -0.026 -15.827 -0.050 -16.346 -0.024 -16.668 -0.023 -16.872 -0.024 4.320 0.277 2.484 0.484 42.185 41.357
14.700 -15.111 -0.026 -15.827 -0.051 -16.344 -0.024 -16.667 -0.023 -16.872 -0.024 4.316 0.276 2.488 0.485 42.185 41.357
14.800 -15.109 -0.026 -15.827 -0.051 -16.343 -0.024 -16.666 -0.022 -16.872 -0.024 4.313 0.276 2.492 0.485 42.185 41.356
14.900 -15.107 -0.026 -15.826 -0.052 -16.342 -0.023 -16.666 -0.022 -16.872 -0.023 4.310 0.275 2.497 0.485 42.185 41.356
15.000 -15.105 -0.025 -15.826 -0.053 -16.341 -0.023 -16.665 -0.022 -16.872 -0.023 4.307 0.275 2.501 0.485 42.186 41.355
15.100 -15.103 -0.025 -15.826 -0.054 -16.339 -0.022 -16.665 -0.021 -16.872 -0.023 4.304 0.274 2.504 0.485 42.186 41.355
15.200 -15.101 -0.025 -15.825 -0.054 -16.338 -0.022 -16.664 -0.021 -16.872 -0.022 4.302 0.274 2.508 0.486 42.186 41.354
15.300 -15.099 -0.024 -15.825 -0.055 -16.337 -0.021 -16.664 -0.020 -16.872 -0.022 4.299 0.274 2.511 0.486 42.186 41.354
15.400 -15.097 -0.024 -15.825 -0.056 -16.336 -0.021 -16.663 -0.020 -16.872 -0.021 4.297 0.274 2.514 0.486 42.186 41.353
15.500 -15.095 -0.023 -15.825 -0.056 -16.335 -0.020 -16.663 -0.019 -16.872 -0.021 4.295 0.274 2.517 0.487 42.187 41.352
15.600 -15.093 -0.023 -15.824 -0.057 -16.333 -0.020 -16.662 -0.019 -16.872 -0.020 4.293 0.274 2.520 0.487 42.187 41.352
15.700 -15.091 -0.023 -15.824 -0.057 -16.332 -0.019 -16.662 -0.018 -16.872 -0.020 4.292 0.274 2.522 0.488 42.187 41.351
15.800 -15.089 -0.022 -15.824 -0.058 -16.331 -0.019 -16.662 -0.018 -16.872 -0.019 4.291 0.275 2.524 0.489 42.187 41.351
15.900 -15.087 -0.022 -15.824 -0.058 -16.330 -0.018 -16.661 -0.017 -16.872 -0.019 4.290 0.275 2.526 0.489 42.187 41.351
16.000 -15.085 -0.021 -15.823 -0.059 -16.329 -0.018 -16.661 -0.017 -16.872 -0.018 4.289 0.276 2.527 0.490 42.187 41.350
16.100 -15.083 -0.021 -15.823 -0.059 -16.328 -0.017 -16.661 -0.016 -16.872 -0.018 4.288 0.277 2.528 0.491 42.188 41.350
16.200 -15.081 -0.021 -15.823 -0.060 -16.327 -0.017 -16.660 -0.016 -16.872 -0.017 4.287 0.278 2.530 0.493 42.188 41.350
16.300 -15.079 -0.020 -15.823 -0.060 -16.326 -0.016 -16.660 -0.015 -16.872 -0.017 4.287 0.278 2.531 0.494 42.188 41.350
16.400 -15.077 -0.020 -15.823 -0.060 -16.325 -0.016 -16.660 -0.015 -16.872 -0.017 4.286 0.279 2.533 0.495 42.188 41.351
16.500 -15.075 -0.020 -15.823 -0.061 -16.324 -0.016 -16.660 -0.015 -16.872 -0.017 4.285 0.280 2.535 0.497 42.188 41.351
16.600 -15.073 -0.020 -15.823 -0.061 -16.323 -0.016 -16.660 -0.015 -16.872 -0.016 4.283 0.281 2.538 0.499 42.189 41.352
16.700 -15.071 -0.020 -15.822 -0.061 -16.322 -0.016 -16.659 -0.015 -16.872 -0.016 4.281 0.281 2.542 0.500 42.189 41.353
16.800 -15.069 -0.020 -15.822 -0.062 -16.321 -0.016 -16.659 -0.015 -16.872 -0.017 4.278 0.281 2.546 0.502 42.190 41.355
16.900 -15.067 -0.020 -15.822 -0.062 -16.320 -0.016 -16.659 -0.015 -16.872 -0.017 4.274 0.281 2.552 0.504 42.190 41.357
17.000 -15.065 -0.021 -15.822 -0.062 -16.319 -0.016 -16.659 -0.015 -16.872 -0.017 4.270 0.281 2.559 0.506 42.191 41.359
17.100 -15.063 -0.021 -15.822 -0.062 -16.319 -0.017 -16.659 -0.015 -16.872 -0.018 4.266 0.280 2.566 0.509 42.191 41.362
17.200 -15.061 -0.022 -15.822 -0.062 -16.318 -0.017 -16.660 -0.016 -16.872 -0.018 4.261 0.280 2.574 0.511 42.192 41.365
17.300 -15.059 -0.022 -15.822 -0.062 -16.317 -0.018 -16.660 -0.016 -16.872 -0.019 4.256 0.279 2.582 0.513 42.193 41.368
17.400 -15.057 -0.023 -15.822 -0.062 -16.316 -0.018 -16.660 -0.017 -16.872 -0.020 4.250 0.279 2.590 0.516 42.193 41.371
17.500 -15.055 -0.023 -15.822 -0.063 -16.316 -0.019 -16.660 -0.017 -16.872 -0.020 4.245 0.278 2.598 0.519 42.194 41.374
17.600 -15.053 -0.024 -15.822 -0.063 -16.315 -0.020 -16.660 -0.018 -16.872 -0.021 4.240 0.278 2.606 0.521 42.195 41.378
17.700 -15.051 -0.025 -15.822 -0.063 -16.314 -0.021 -16.661 -0.019 -16.872 -0.022 4.236 0.278 2.614 0.524 42.195 41.381
17.800 -15.048 -0.026 -15.822 -0.063 -16.314 -0.022 -16.661 -0.019 -16.872 -0.023 4.231 0.277 2.622 0.527 42.196 41.385
17.900 -15.046 -0.026 -15.822 -0.062 -16.313 -0.023 -16.661 -0.020 -16.872 -0.024 4.227 0.278 2.629 0.531 42.197 41.389
18.000 -15.044 -0.027 -15.822 -0.062 -16.313 -0.023 -16.662 -0.021 -16.872 -0.025 4.223 0.278 2.636 0.534 42.197 41.392
18.100 -15.042 -0.028 -15.822 -0.062 -16.312 -0.024 -16.662 -0.021 -16.872 -0.026 4.220 0.278 2.643 0.538 42.198 41.396
18.200 -15.040 -0.029 -15.822 -0.062 -16.312 -0.025 -16.662 -0.022 -16.872 -0.027 4.216 0.279 2.649 0.542 42.199 41.400
18.300 -15.038 -0.030 -15.822 -0.062 -16.311 -0.026 -16.663 -0.023 -16.872 -0.028 4.213 0.279 2.655 0.546 42.199 41.404
18.400 -15.036 -0.031 -15.822 -0.062 -16.311 -0.027 -16.663 -0.024 -16.872 -0.029 4.210 0.280 2.661 0.550 42.200 41.408
18.500 -15.034 -0.032 -15.822 -0.061 -16.310 -0.028 -16.664 -0.024 -16.872 -0.030 4.207 0.281 2.667 0.554 42.201 41.412
18.600 -15.032 -0.033 -15.822 -0.061 -16.310 -0.029 -16.664 -0.025 -16.872 -0.031 4.205 0.282 2.672 0.559 42.201 41.417
18.700 -15.030 -0.034 -15.822 -0.061 -16.309 -0.030 -16.665 -0.026 -16.872 -0.032 4.202 0.283 2.677 0.563 42.202 41.421
18.800 -15.028 -0.035 -15.822 -0.060 -16.309 -0.031 -16.665 -0.026 -16.872 -0.034 4.200 0.285 2.682 0.568 42.203 41.425
18.900 -15.026 -0.036 -15.822 -0.060 -16.309 -0.032 -16.666 -0.027 -16.872 -0.035 4.198 0.286 2.687 0.573 42.203 41.430
19.000 -15.023 -0.037 -15.822 -0.060 -16.308 -0.033 -16.666 -0.027 -16.872 -0.036 4.196 0.288 2.691 0.578 42.204 41.434
19.100 -15.021 -0.037 -15.822 -0.059 -16.308 -0.034 -16.667 -0.028 -16.872 -0.037 4.195 0.289 2.695 0.583 42.205 41.438
19.200 -15.019 -0.038 -15.822 -0.059 -16.308 -0.035 -16.668 -0.028 -16.872 -0.038 4.193 0.291 2.699 0.588 42.205 41.443
19.300 -15.017 -0.039 -15.822 -0.058 -16.307 -0.036 -16.668 -0.029 -16.872 -0.039 4.192 0.293 2.703 0.594 42.206 41.447
19.400 -15.015 -0.040 -15.822 -0.058 -16.307 -0.037 -16.669 -0.029 -16.872 -0.040 4.191 0.295 2.707 0.599 42.207 41.452
19.500 -15.013 -0.041 -15.822 -0.057 -16.307 -0.038 -16.669 -0.030 -16.872 -0.041 4.190 0.297 2.710 0.604 42.208 41.456
19.600 -15.011 -0.042 -15.822 -0.057 -16.307 -0.039 -16.670 -0.030 -16.872 -0.042 4.189 0.299 2.713 0.610 42.208 41.461
19.700 -15.009 -0.043 -15.822 -0.056 -16.306 -0.040 -16.671 -0.031 -16.872 -0.043 4.188 0.301 2.716 0.616 42.209 41.466
19.800 -15.007 -0.044 -15.822 -0.056 -16.306 -0.041 -16.672 -0.031 -16.872 -0.044 4.188 0.303 2.719 0.621 42.210 41.470
19.900 -15.005 -0.045 -15.822 -0.055 -16.306 -0.042 -16.672 -0.031 -16.872 -0.045 4.188 0.305 2.722 0.627 42.210 41.475
20.000 -15.003 -0.046 -15.822 -0.054 -16.306 -0.043 -16.673 -0.032 -16.872 -0.046 4.187 0.307 2.724 0.633 42.211 41.479
20.100 -15.001 -0.046 -15.822 -0.054 -16.306 -0.043 -16.674 -0.032 -16.872 -0.047 4.187 0.310 2.726 0.638 42.212 41.484
20.200 -14.999 -0.047 -15.822 -0.053 -16.306 -0.044 -16.674 -0.032 -16.872 -0.048 4.188 0.312 2.728 0.644 42.212 41.488
20.300 -14.997 -0.048 -15.821 -0.052 -16.306 -0.045 -16.675 -0.032 -16.872 -0.049 4.188 0.315 2.729 0.650 42.213 41.493
20.400 -14.995 -0.049 -15.821 -0.051 -16.306 -0.046 -16.676 -0.033 -16.872 -0.050 4.189 0.317 2.730 0.656 42.214 41.497
20.500 -14.993 -0.050 -15.821 -0.051 -16.305 -0.047 -16.676 -0.033 -16.872 -0.051 4.190 0.320 2.731 0.661 42.214 41.502
20.600 -14.991 -0.050 -15.821 -0.050 -16.305 -0.047 -16.677 -0.033 -16.872 -0.052 4.191 0.322 2.731 0.667 42.215 41.506
20.700 -14.989 -0.051 -15.821 -0.049 -16.305 -0.048 -16.678 -0.033 -16.872 -0.053 4.193 0.325 2.731 0.673 42.216 41.510
20.800 -14.987 -0.052 -15.821 -0.048 -16.305 -0.049 -16.679 -0.033 -16.872 -0.054 4.195 0.327 2.731 0.678 42.216 41.515
20.900 -14.985 -0.053 -15.821 -0.047 -16.305 -0.050 -16.679 -0.033 -16.872 -0.055 4.197 0.330 2.730 0.683 42.217 41.519
21.000 -14.983 -0.054 -15.821 -0.046 -16.305 -0.050 -16.680 -0.033 -16.872 -0.055 4.199 0.333 2.728 0.689 42.217 41.523
21.100 -14.981 -0.054 -15.821 -0.045 -16.305 -0.051 -16.681 -0.033 -16.872 -0.056 4.202 0.336 2.726 0.694 42.218 41.527
21.200 -14.979 -0.055 -15.821 -0.044 -16.305 -0.052 -16.682 -0.033 -16.872 -0.057 4.205 0.338 2.723 0.698 42.218 41.531
21.300 -14.977 -0.056 -15.821 -0.043 -16.305 -0.053 -16.682 -0.033 -16.872 -0.058 4.209 0.341 2.720 0.703 42.219 41.535
21.400 -14.975 -0.057 -15.821 -0.042 -16.305 -0.053 -16.683 -0.033 -16.872 -0.059 4.213 0.344 2.716 0.708 42.219 41.539
21.500 -14.973 -0.057 -15.820 -0.041 -16.305 -0.054 -16.684 -0.033 -16.872 -0.060 4.217 0.347 2.712 0.712 42.219 41.542
21.600 -14.971 -0.058 -15.820 -0.040 -16.305 -0.055 -16.684 -0.033 -16.872 -0.061 4.222 0.350 2.706 0.716 42.220 41.546
21.700 -14.969 -0.059 -15.820 -0.039 -16.305 -0.056 -16.685 -0.033 -16.872 -0.061 4.227 0.352 2.700 0.719 42.220 41.549
21.800 -14.968 -0.059 -15.820 -0.038 -16.306 -0.056 -16.686 -0.033 -16.872 -0.062 4.233 0.355 2.693 0.722 42.220 41.552
21.900 -14.966 -0.060 -15.820 -0.037 -16.306 -0.057 -16.686 -0.033 -16.872 -0.063 4.239 0.358 2.685 0.725 42.220 41.555
22.000 -14.964 -0.061 -15.819 -0.036 -16.306 -0.058 -16.687 -0.033 -16.872 -0.064 4.246 0.361 2.677 0.728 42.220 41.558
22.100 -14.962 -0.062 -15.819 -0.035 -16.306 -0.058 -16.688 -0.033 -16.872 -0.065 4.253 0.363 2.668 0.730 42.220 41.561
