# INSTRUMENT_ID: 7
# OBS_GROUP_ID: 55
# UNIT_ID: None
# RA: 187.731045833333
# DEC: 9.15283611111111
# OBS_DATE: 2020-07-25 00:00:00+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 41161
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
3984.880,3.27459e-02,-9.90000e+01
3986.060,2.47827e-02,-9.90000e+01
3987.250,2.76740e-02,-9.90000e+01
3988.430,1.60584e-02,-9.90000e+01
3989.610,1.87848e-02,-9.90000e+01
3990.800,8.96965e-03,-9.90000e+01
3991.980,2.00153e-02,-9.90000e+01
3993.170,1.93054e-02,-9.90000e+01
3994.350,1.81636e-02,-9.90000e+01
3995.540,1.54455e-02,-9.90000e+01
3996.720,1.22308e-02,-9.90000e+01
3997.900,1.64970e-02,-9.90000e+01
3999.090,3.44589e-02,-9.90000e+01
4000.270,3.76203e-02,-9.90000e+01
4001.460,2.13908e-02,-9.90000e+01
4002.640,2.12373e-02,-9.90000e+01
4003.820,1.40639e-02,-9.90000e+01
4005.010,9.27086e-03,-9.90000e+01
4006.190,1.10289e-02,-9.90000e+01
4007.380,3.61347e-02,-9.90000e+01
4008.560,3.04973e-02,-9.90000e+01
4009.740,2.94792e-02,-9.90000e+01
4010.930,1.53648e-02,-9.90000e+01
4012.110,2.02925e-02,-9.90000e+01
4013.300,1.37447e-02,-9.90000e+01
4014.480,2.01026e-02,-9.90000e+01
4015.670,1.46952e-02,-9.90000e+01
4016.850,1.42920e-02,-9.90000e+01
4018.030,2.92085e-02,-9.90000e+01
4019.220,1.37471e-02,-9.90000e+01
4020.400,1.47108e-02,-9.90000e+01
4021.590,1.60067e-02,-9.90000e+01
4022.770,1.56348e-02,-9.90000e+01
4023.950,1.62486e-02,-9.90000e+01
