# INSTRUMENT_ID: 42
# OBS_GROUP_ID: 65
# UNIT_ID: None
# RA: 214.579715424108
# DEC: 38.9295162628207
# OBS_DATE: 2020-04-29 00:00:00+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 36346
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
4694.503,4.14321e+03,-9.90000e+01
4697.674,4.08365e+03,-9.90000e+01
4700.846,4.12295e+03,-9.90000e+01
4704.017,4.73022e+03,-9.90000e+01
4707.188,4.68250e+03,-9.90000e+01
4710.359,3.90173e+03,-9.90000e+01
4713.531,3.85664e+03,-9.90000e+01
4716.702,4.09635e+03,-9.90000e+01
4719.873,3.36243e+03,-9.90000e+01
4723.044,3.86729e+03,-9.90000e+01
4726.216,4.51626e+03,-9.90000e+01
4729.387,4.08970e+03,-9.90000e+01
4732.558,4.00082e+03,-9.90000e+01
4735.729,4.51129e+03,-9.90000e+01
4738.901,4.78465e+03,-9.90000e+01
4742.072,4.19466e+03,-9.90000e+01
4745.243,4.00175e+03,-9.90000e+01
4748.414,4.17443e+03,-9.90000e+01
4751.586,3.97336e+03,-9.90000e+01
4754.757,4.20961e+03,-9.90000e+01
4757.928,4.67749e+03,-9.90000e+01
4761.099,4.92874e+03,-9.90000e+01
4764.271,4.38233e+03,-9.90000e+01
4767.442,4.68006e+03,-9.90000e+01
4770.613,5.68867e+03,-9.90000e+01
4773.784,4.76964e+03,-9.90000e+01
4776.956,5.30951e+03,-9.90000e+01
4780.127,4.93881e+03,-9.90000e+01
4783.298,4.94974e+03,-9.90000e+01
4786.469,5.03172e+03,-9.90000e+01
4789.641,5.28989e+03,-9.90000e+01
4792.812,4.92974e+03,-9.90000e+01
4795.983,4.18735e+03,-9.90000e+01
4799.154,4.48229e+03,-9.90000e+01
4802.326,5.36028e+03,-9.90000e+01
4805.497,5.54469e+03,-9.90000e+01
4808.668,5.32540e+03,-9.90000e+01
4811.839,5.50469e+03,-9.90000e+01
4815.011,4.98304e+03,-9.90000e+01
4818.182,4.23337e+03,-9.90000e+01
4821.353,4.65153e+03,-9.90000e+01
4824.524,4.56612e+03,-9.90000e+01
4827.696,4.63141e+03,-9.90000e+01
4830.867,4.41458e+03,-9.90000e+01
4834.038,4.05793e+03,-9.90000e+01
4837.209,4.75190e+03,-9.90000e+01
4840.381,4.29289e+03,-9.90000e+01
4843.552,3.52135e+03,-9.90000e+01
4846.723,3.85568e+03,-9.90000e+01
4849.894,4.92524e+03,-9.90000e+01
4853.066,5.40821e+03,-9.90000e+01
4856.237,5.30527e+03,-9.90000e+01
4859.408,4.57529e+03,-9.90000e+01
4862.579,4.83803e+03,-9.90000e+01
4865.750,5.21938e+03,-9.90000e+01
4868.922,4.55770e+03,-9.90000e+01
4872.093,4.16460e+03,-9.90000e+01
4875.264,4.56362e+03,-9.90000e+01
4878.435,5.34685e+03,-9.90000e+01
4881.607,5.47794e+03,-9.90000e+01
4884.778,5.16890e+03,-9.90000e+01
4887.949,4.50637e+03,-9.90000e+01
4891.120,4.80127e+03,-9.90000e+01
4894.292,5.69774e+03,-9.90000e+01
4897.463,5.24744e+03,-9.90000e+01
4900.634,4.37740e+03,-9.90000e+01
4903.805,4.84514e+03,-9.90000e+01
4906.977,5.01385e+03,-9.90000e+01
4910.148,4.44818e+03,-9.90000e+01
4913.319,4.23676e+03,-9.90000e+01
4916.490,4.64100e+03,-9.90000e+01
4919.662,4.29977e+03,-9.90000e+01
4922.833,3.89251e+03,-9.90000e+01
4926.004,4.25250e+03,-9.90000e+01
4929.175,4.39046e+03,-9.90000e+01
4932.347,4.40519e+03,-9.90000e+01
4935.518,4.27368e+03,-9.90000e+01
4938.689,4.18896e+03,-9.90000e+01
4941.860,4.58051e+03,-9.90000e+01
4945.032,4.86570e+03,-9.90000e+01
4948.203,4.00977e+03,-9.90000e+01
4951.374,4.10023e+03,-9.90000e+01
4954.545,4.87874e+03,-9.90000e+01
4957.717,4.56687e+03,-9.90000e+01
4960.888,4.20375e+03,-9.90000e+01
4964.059,5.01033e+03,-9.90000e+01
4967.230,4.55181e+03,-9.90000e+01
4970.402,4.52379e+03,-9.90000e+01
4973.573,4.78409e+03,-9.90000e+01
4976.744,3.96437e+03,-9.90000e+01
4979.915,3.87374e+03,-9.90000e+01
4983.087,3.82417e+03,-9.90000e+01
4986.258,3.99065e+03,-9.90000e+01
4989.429,5.07310e+03,-9.90000e+01
4992.600,4.58259e+03,-9.90000e+01
4995.772,4.09986e+03,-9.90000e+01
4998.943,4.77850e+03,-9.90000e+01
5002.114,5.20349e+03,-9.90000e+01
5005.285,5.39866e+03,-9.90000e+01
5008.457,5.29819e+03,-9.90000e+01
5011.628,4.09476e+03,-9.90000e+01
5014.799,3.68941e+03,-9.90000e+01
5017.970,4.12459e+03,-9.90000e+01
5021.142,4.20164e+03,-9.90000e+01
