"Time (MJD)" LasCumbres/LasCumbres.SDSS_gp LasCumbres/LasCumbres.SDSS_gp_err LasCumbres/LasCumbres.SDSS_ip LasCumbres/LasCumbres.SDSS_ip_err LasCumbres/LasCumbres.SDSS_rp LasCumbres/LasCumbres.SDSS_rp_err LasCumbres/LasCumbres.SDSS_up LasCumbres/LasCumbres.SDSS_up_err PAN-STARRS/PS1.g PAN-STARRS/PS1.g_err PAN-STARRS/PS1.i PAN-STARRS/PS1.i_err PAN-STARRS/PS1.r PAN-STARRS/PS1.r_err PAN-STARRS/PS1.z PAN-STARRS/PS1.z_err Palomar/ZTF.g Palomar/ZTF.g_err Palomar/ZTF.r Palomar/ZTF.r_err SLOAN/SDSS.i SLOAN/SDSS.i_err Swift/UVOT.B Swift/UVOT.B_err Swift/UVOT.U Swift/UVOT.U_err Swift/UVOT.UVM2 Swift/UVOT.UVM2_err Swift/UVOT.UVW1 Swift/UVOT.UVW1_err Swift/UVOT.UVW2 Swift/UVOT.UVW2_err Swift/UVOT.V Swift/UVOT.V_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
156.000 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.545 -1.611 -11.545 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 13.457 0.804 0.035 0.003 40.446 39.914
157.000 -11.545 -1.611 -11.545 -1.611 -11.545 -1.611 -11.545 -1.611 -11.544 -1.611 -11.545 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.545 -1.611 -11.546 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 13.457 0.804 0.035 0.003 40.446 39.914
158.000 -11.545 -1.611 -11.545 -1.611 -11.545 -1.611 -11.545 -1.611 -11.544 -1.611 -11.545 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.545 -1.611 -11.546 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 13.457 0.804 0.035 0.003 40.446 39.914
159.000 -11.545 -1.611 -11.545 -1.611 -11.545 -1.611 -11.545 -1.611 -11.544 -1.611 -11.545 -1.611 -11.545 -1.611 -11.544 -1.611 -11.544 -1.611 -11.545 -1.611 -11.548 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.545 -1.611 -11.544 -1.611 -11.544 -1.611 13.456 0.804 0.035 0.003 40.446 39.914
160.000 -11.545 -1.611 -11.545 -1.611 -11.545 -1.611 -11.545 -1.611 -11.544 -1.611 -11.545 -1.611 -11.545 -1.611 -11.544 -1.611 -11.544 -1.611 -11.546 -1.611 -11.550 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.545 -1.611 -11.544 -1.611 -11.544 -1.611 13.456 0.804 0.035 0.003 40.446 39.914
161.000 -11.546 -1.611 -11.546 -1.611 -11.546 -1.611 -11.546 -1.611 -11.544 -1.611 -11.546 -1.611 -11.545 -1.611 -11.544 -1.611 -11.544 -1.611 -11.547 -1.611 -11.554 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.545 -1.611 -11.544 -1.611 -11.544 -1.611 13.454 0.804 0.035 0.003 40.446 39.914
162.000 -11.546 -1.611 -11.547 -1.611 -11.546 -1.611 -11.547 -1.611 -11.544 -1.611 -11.547 -1.611 -11.545 -1.611 -11.544 -1.611 -11.544 -1.611 -11.548 -1.611 -11.560 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.545 -1.611 -11.544 -1.611 -11.544 -1.611 13.453 0.804 0.035 0.003 40.446 39.915
163.000 -11.548 -1.611 -11.548 -1.611 -11.548 -1.611 -11.548 -1.611 -11.544 -1.611 -11.549 -1.611 -11.546 -1.611 -11.544 -1.611 -11.544 -1.611 -11.551 -1.611 -11.570 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.546 -1.611 -11.544 -1.611 -11.544 -1.611 13.451 0.805 0.035 0.003 40.447 39.915
164.000 -11.550 -1.611 -11.551 -1.611 -11.550 -1.611 -11.551 -1.611 -11.544 -1.611 -11.552 -1.611 -11.547 -1.611 -11.544 -1.611 -11.544 -1.611 -11.556 -1.611 -11.585 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.548 -1.611 -11.544 -1.611 -11.544 -1.611 13.449 0.805 0.035 0.003 40.448 39.916
165.000 -11.554 -1.611 -11.555 -1.611 -11.554 -1.611 -11.556 -1.611 -11.544 -1.611 -11.557 -1.611 -11.549 -1.611 -11.544 -1.611 -11.544 -1.611 -11.563 -1.611 -11.607 -1.611 -11.544 -1.611 -11.544 -1.611 -11.544 -1.611 -11.550 -1.611 -11.544 -1.611 -11.544 -1.611 13.447 0.806 0.035 0.003 40.449 39.918
166.000 -11.560 -1.611 -11.561 -1.611 -11.561 -1.611 -11.563 -1.611 -11.544 -1.611 -11.566 -1.611 -11.553 -1.611 -11.545 -1.611 -11.544 -1.611 -11.575 -1.611 -11.638 -1.610 -11.544 -1.611 -11.545 -1.611 -11.544 -1.611 -11.554 -1.611 -11.544 -1.611 -11.544 -1.611 13.448 0.808 0.035 0.003 40.451 39.921
167.000 -11.569 -1.611 -11.571 -1.611 -11.570 -1.611 -11.573 -1.611 -11.544 -1.611 -11.578 -1.611 -11.558 -1.611 -11.545 -1.611 -11.544 -1.611 -11.592 -1.611 -11.684 -1.610 -11.544 -1.611 -11.545 -1.611 -11.544 -1.611 -11.560 -1.611 -11.544 -1.611 -11.544 -1.611 13.455 0.813 0.035 0.003 40.454 39.927
168.000 -11.583 -1.611 -11.587 -1.611 -11.585 -1.611 -11.590 -1.611 -11.544 -1.611 -11.597 -1.611 -11.567 -1.611 -11.545 -1.611 -11.544 -1.611 -11.620 -1.611 -11.747 -1.609 -11.544 -1.611 -11.545 -1.611 -11.544 -1.611 -11.569 -1.611 -11.544 -1.611 -11.544 -1.611 13.472 0.824 0.035 0.003 40.459 39.936
169.000 -11.603 -1.611 -11.609 -1.611 -11.606 -1.611 -11.614 -1.611 -11.544 -1.611 -11.625 -1.611 -11.581 -1.611 -11.545 -1.611 -11.544 -1.611 -11.660 -1.611 -11.834 -1.606 -11.544 -1.611 -11.545 -1.611 -11.544 -1.611 -11.584 -1.611 -11.544 -1.611 -11.544 -1.611 13.511 0.845 0.035 0.003 40.466 39.953
170.000 -11.633 -1.611 -11.642 -1.611 -11.637 -1.611 -11.649 -1.611 -11.544 -1.611 -11.666 -1.611 -11.601 -1.611 -11.546 -1.611 -11.544 -1.611 -11.717 -1.611 -11.950 -1.602 -11.544 -1.611 -11.546 -1.611 -11.544 -1.611 -11.606 -1.611 -11.544 -1.611 -11.544 -1.611 13.584 0.885 0.035 0.003 40.476 39.980
171.000 -11.674 -1.610 -11.688 -1.610 -11.680 -1.610 -11.698 -1.610 -11.544 -1.611 -11.723 -1.610 -11.632 -1.611 -11.547 -1.611 -11.544 -1.611 -11.799 -1.610 -12.103 -1.594 -11.544 -1.611 -11.548 -1.611 -11.544 -1.611 -11.639 -1.611 -11.544 -1.611 -11.544 -1.611 13.714 0.955 0.035 0.003 40.491 40.023
172.000 -11.732 -1.610 -11.751 -1.610 -11.741 -1.610 -11.766 -1.610 -11.544 -1.611 -11.803 -1.610 -11.675 -1.611 -11.549 -1.611 -11.544 -1.611 -11.912 -1.610 -12.298 -1.582 -11.544 -1.611 -11.550 -1.611 -11.544 -1.611 -11.687 -1.611 -11.544 -1.611 -11.544 -1.611 13.931 1.074 0.035 0.004 40.511 40.086
173.000 -11.810 -1.608 -11.837 -1.608 -11.822 -1.608 -11.858 -1.608 -11.544 -1.611 -11.910 -1.608 -11.737 -1.610 -11.553 -1.611 -11.544 -1.611 -12.065 -1.608 -12.542 -1.562 -11.544 -1.611 -11.554 -1.611 -11.544 -1.611 -11.754 -1.610 -11.544 -1.611 -11.544 -1.611 14.273 1.267 0.034 0.004 40.539 40.173
174.000 -11.912 -1.606 -11.950 -1.606 -11.929 -1.606 -11.980 -1.606 -11.544 -1.611 -12.051 -1.606 -11.822 -1.610 -11.558 -1.611 -11.544 -1.611 -12.266 -1.606 -12.843 -1.533 -11.544 -1.611 -11.560 -1.611 -11.544 -1.611 -11.847 -1.610 -11.544 -1.611 -11.544 -1.611 14.793 1.574 0.033 0.005 40.576 40.285
175.000 -12.044 -1.601 -12.096 -1.601 -12.068 -1.601 -12.136 -1.601 -11.544 -1.611 -12.233 -1.601 -11.937 -1.608 -11.566 -1.611 -11.544 -1.611 -12.525 -1.601 -13.202 -1.490 -11.544 -1.611 -11.569 -1.611 -11.544 -1.611 -11.972 -1.608 -11.544 -1.611 -11.544 -1.611 15.565 2.063 0.032 0.005 40.624 40.424
176.000 -12.211 -1.593 -12.280 -1.593 -12.241 -1.593 -12.333 -1.593 -11.544 -1.611 -12.461 -1.593 -12.088 -1.605 -11.579 -1.611 -11.544 -1.611 -12.851 -1.593 -13.624 -1.431 -11.544 -1.611 -11.584 -1.611 -11.544 -1.611 -12.137 -1.605 -11.544 -1.611 -11.544 -1.611 16.696 2.860 0.030 0.006 40.687 40.593
177.000 -12.414 -1.581 -12.504 -1.581 -12.454 -1.581 -12.573 -1.581 -11.544 -1.611 -12.741 -1.581 -12.283 -1.601 -11.599 -1.611 -11.544 -1.611 -13.250 -1.581 -14.106 -1.351 -11.544 -1.611 -11.606 -1.611 -11.544 -1.611 -12.350 -1.601 -11.544 -1.611 -11.544 -1.611 18.355 4.228 0.027 0.007 40.770 40.797
178.000 -12.657 -1.561 -12.773 -1.561 -12.709 -1.561 -12.861 -1.561 -11.544 -1.611 -13.076 -1.561 -12.528 -1.593 -11.628 -1.611 -11.544 -1.611 -13.728 -1.561 -14.645 -1.251 -11.544 -1.611 -11.639 -1.611 -11.544 -1.611 -12.617 -1.593 -11.544 -1.611 -11.544 -1.611 20.831 6.768 0.024 0.008 40.882 41.050
179.000 -12.941 -1.532 -13.086 -1.532 -13.005 -1.531 -13.196 -1.531 -11.544 -1.611 -13.466 -1.531 -12.827 -1.580 -11.670 -1.611 -11.544 -1.611 -14.283 -1.532 -15.232 -1.127 -11.544 -1.611 -11.687 -1.611 -11.544 -1.611 -12.944 -1.580 -11.544 -1.611 -11.544 -1.611 24.650 12.023 0.020 0.010 41.037 41.373
180.000 -13.261 -1.489 -13.440 -1.490 -13.340 -1.489 -13.575 -1.489 -11.544 -1.611 -13.907 -1.489 -13.185 -1.560 -11.729 -1.610 -11.544 -1.611 -14.912 -1.489 -15.854 -0.982 -11.544 -1.611 -11.754 -1.610 -11.544 -1.611 -13.334 -1.560 -11.544 -1.611 -11.544 -1.611 30.814 24.519 0.017 0.011 41.257 41.796
181.000 -13.613 -1.431 -13.829 -1.431 -13.708 -1.430 -13.992 -1.431 -11.544 -1.611 -14.391 -1.431 -13.601 -1.530 -11.812 -1.610 -11.544 -1.611 -15.603 -1.431 -16.494 -0.820 -11.544 -1.611 -11.847 -1.610 -11.544 -1.611 -13.788 -1.531 -11.544 -1.611 -11.544 -1.611 40.000 55.955 0.014 0.015 41.530 42.308
182.000 -13.988 -1.353 -14.243 -1.354 -14.100 -1.353 -14.435 -1.353 -11.544 -1.611 -14.907 -1.353 -14.071 -1.488 -11.922 -1.608 -11.544 -1.611 -16.339 -1.353 -17.134 -0.645 -11.544 -1.611 -11.973 -1.608 -11.544 -1.611 -14.301 -1.488 -11.544 -1.611 -11.544 -1.611 40.000 77.561 0.014 0.020 41.528 42.447
183.000 -14.373 -1.253 -14.669 -1.254 -14.502 -1.253 -14.891 -1.253 -11.544 -1.611 -15.437 -1.253 -14.587 -1.429 -12.069 -1.606 -11.544 -1.611 -17.096 -1.254 -17.749 -0.468 -11.544 -1.611 -12.140 -1.606 -11.544 -1.611 -14.865 -1.429 -11.544 -1.611 -11.544 -1.611 38.075 98.441 0.014 0.028 41.470 42.514
184.000 -14.755 -1.129 -15.091 -1.130 -14.901 -1.129 -15.341 -1.129 -11.544 -1.611 -15.961 -1.129 -15.136 -1.350 -12.257 -1.601 -11.544 -1.611 -17.845 -1.130 -18.318 -0.299 -11.544 -1.611 -12.354 -1.601 -11.544 -1.611 -15.464 -1.350 -11.544 -1.611 -11.544 -1.611 33.220 109.794 0.016 0.041 41.320 42.473
185.000 -15.115 -0.981 -15.489 -0.982 -15.277 -0.980 -15.767 -0.981 -11.544 -1.611 -16.457 -0.981 -15.700 -1.250 -12.494 -1.593 -11.544 -1.611 -18.553 -0.982 -18.816 -0.159 -11.544 -1.611 -12.625 -1.594 -11.544 -1.611 -16.079 -1.250 -11.544 -1.611 -11.544 -1.611 12.059 20.740 0.044 0.098 40.457 41.371
186.000 -15.437 -0.809 -15.846 -0.810 -15.613 -0.808 -16.148 -0.809 -11.544 -1.611 -16.900 -0.809 -16.257 -1.125 -12.784 -1.581 -11.544 -1.611 -19.186 -0.810 -19.222 -0.106 -11.544 -1.611 -12.956 -1.582 -11.544 -1.611 -16.688 -1.125 -11.544 -1.611 -11.544 -1.611 12.323 31.275 0.043 0.139 40.474 41.556
187.000 -15.704 -0.616 -16.141 -0.617 -15.892 -0.615 -16.463 -0.616 -11.544 -1.611 -17.267 -0.616 -16.783 -0.976 -13.131 -1.561 -11.544 -1.611 -19.710 -0.617 -19.518 -0.156 -11.544 -1.611 -13.353 -1.562 -11.544 -1.611 -17.262 -0.976 -11.544 -1.611 -11.544 -1.611 40.000 343.501 0.013 0.084 41.499 43.063
188.000 -15.901 -0.406 -16.359 -0.407 -16.097 -0.405 -16.696 -0.405 -11.544 -1.611 -17.538 -0.406 -17.251 -0.804 -13.535 -1.532 -11.544 -1.611 -20.098 -0.407 -19.690 -0.202 -11.544 -1.611 -13.816 -1.534 -11.544 -1.611 -17.773 -0.804 -11.544 -1.611 -11.544 -1.611 40.000 341.258 0.013 0.084 41.499 43.061
189.000 -16.016 -0.184 -16.488 -0.185 -16.217 -0.183 -16.833 -0.183 -11.544 -1.611 -17.697 -0.184 -17.638 -0.610 -13.992 -1.490 -11.544 -1.611 -20.326 -0.185 -19.730 -0.209 -11.544 -1.611 -14.340 -1.492 -11.544 -1.611 -18.197 -0.610 -11.544 -1.611 -11.544 -1.611 40.000 473.032 0.013 0.119 41.499 43.204
190.000 -16.044 -0.044 -16.519 -0.042 -16.246 -0.045 -16.865 -0.044 -11.544 -1.611 -17.735 -0.044 -17.923 -0.400 -14.495 -1.432 -11.544 -1.611 -20.381 -0.043 -19.635 -0.172 -11.544 -1.611 -14.917 -1.435 -11.544 -1.611 -18.507 -0.400 -11.544 -1.611 -11.544 -1.611 40.000 49.124 0.049 0.054 42.640 43.371
191.000 -15.982 -0.270 -16.451 -0.269 -16.181 -0.271 -16.792 -0.270 -11.544 -1.611 -17.650 -0.270 -18.088 -0.180 -15.030 -1.355 -11.544 -1.611 -20.260 -0.269 -19.412 -0.091 -11.544 -1.611 -15.532 -1.358 -11.544 -1.611 -18.688 -0.179 -11.544 -1.611 -11.544 -1.611 40.000 394.432 0.017 0.124 41.703 43.328
192.000 -15.834 -0.488 -16.288 -0.487 -16.026 -0.489 -16.617 -0.488 -11.544 -1.611 -17.446 -0.488 -18.124 -0.063 -15.580 -1.256 -11.544 -1.611 -19.971 -0.487 -19.069 -0.033 -11.544 -1.611 -16.166 -1.260 -11.544 -1.611 -18.728 -0.055 -11.544 -1.611 -11.544 -1.611 40.000 1074.415 0.017 0.335 41.703 43.763
193.000 -15.609 -0.692 -16.040 -0.691 -15.790 -0.693 -16.350 -0.693 -11.544 -1.611 -17.136 -0.692 -18.029 -0.280 -16.125 -1.133 -11.544 -1.611 -19.529 -0.691 -18.623 -0.181 -11.544 -1.611 -16.795 -1.138 -11.544 -1.611 -18.625 -0.277 -11.544 -1.611 -11.544 -1.611 40.000 364.139 0.013 0.091 41.515 43.105
194.000 -15.319 -0.878 -15.720 -0.877 -15.487 -0.879 -16.007 -0.878 -11.544 -1.611 -16.737 -0.878 -17.808 -0.496 -16.640 -0.986 -11.544 -1.611 -18.960 -0.877 -18.093 -0.351 -11.544 -1.611 -17.390 -0.991 -11.544 -1.611 -18.385 -0.495 -11.544 -1.611 -11.544 -1.611 40.000 231.047 0.013 0.056 41.494 42.886
195.000 -14.980 -1.041 -15.345 -1.040 -15.133 -1.042 -15.607 -1.041 -11.544 -1.611 -16.271 -1.041 -17.476 -0.700 -17.100 -0.816 -11.544 -1.611 -18.295 -1.040 -17.502 -0.533 -11.544 -1.611 -17.924 -0.822 -11.544 -1.611 -18.022 -0.698 -11.544 -1.611 -11.544 -1.611 40.000 178.243 0.013 0.043 41.489 42.769
196.000 -14.610 -1.180 -14.936 -1.179 -14.745 -1.180 -15.169 -1.180 -11.544 -1.611 -15.761 -1.180 -17.049 -0.884 -17.482 -0.626 -11.544 -1.611 -17.568 -1.179 -16.874 -0.714 -11.544 -1.611 -18.369 -0.631 -11.544 -1.611 -17.557 -0.883 -11.544 -1.611 -11.544 -1.611 40.000 154.483 0.013 0.038 41.494 42.711
197.000 -14.225 -1.294 -14.511 -1.294 -14.343 -1.295 -14.714 -1.294 -11.544 -1.611 -15.232 -1.294 -16.552 -1.046 -17.764 -0.421 -11.544 -1.611 -16.813 -1.294 -16.231 -0.887 -11.544 -1.611 -18.700 -0.424 -11.544 -1.611 -17.014 -1.045 -11.544 -1.611 -11.544 -1.611 40.000 159.421 0.013 0.039 41.494 42.725
198.000 -13.842 -1.385 -14.087 -1.385 -13.943 -1.386 -14.261 -1.385 -11.544 -1.611 -14.705 -1.385 -16.009 -1.184 -17.930 -0.215 -11.544 -1.611 -16.061 -1.385 -15.596 -1.044 -11.544 -1.611 -18.898 -0.211 -11.544 -1.611 -16.421 -1.183 -11.544 -1.611 -11.544 -1.611 40.000 233.366 0.013 0.058 41.494 42.892
199.000 -13.475 -1.455 -13.681 -1.455 -13.560 -1.456 -13.826 -1.455 -11.544 -1.611 -14.200 -1.455 -15.446 -1.298 -17.971 -0.117 -11.544 -1.611 -15.339 -1.455 -14.986 -1.181 -11.544 -1.611 -18.951 -0.084 -11.544 -1.611 -15.807 -1.297 -11.544 -1.611 -11.544 -1.611 40.000 416.473 0.013 0.106 41.494 43.144
